0.00
1.00
1.00
0.00
0.13
0.00
1.00
0.00
1.00
1.00
0.75
1.00
1.00
1.00
0.00
0.00
1.00
1.00
1.00
1.00
0.00
0.63
0.63
0.00
0.00
0.00
1.00
1.00
1.00
1.00
0.00
0.00
1.00
0.13
0.00
0.25
1.00
0.00
0.50
0.00
0.25
1.00
0.88
0.00
0.63
0.88
0.00
0.00
1.00
0.50
0.63
0.25
0.00
0.00
0.75
0.00
1.00
1.00
1.00
1.00
0.75
0.00
1.00
0.00
1.00
1.00
0.88
0.88
0.00
0.00
1.00
0.00
