PointArng, TriangleSize, Extension, Spread, Limit, PerpSym, ParallelSym, OrthoNorm, Volume,GraspIt_Volume,GraspIt_Epsilon,GraspIt_ContactEnergy,GraspIt_AutograspQuality, Hand_Qx, Hand_Qy, Hand_Qz,Hand_Qw,Hand_x,Hand_y,Hand_z, ObjectName, Object_Qx, Object_Qy, Object_Qz,Object_Qw,Object_x,Object_y,Object_Qz, Start_Position,1.38E+18,Succ_Rate,
0.954154056,0.000471328,0.003974,0.777984,0.510781272,0.000187366,9.70E-05,1.477563128,0.000188881,0.00343,0.0148,15.2151,-1.58584,0.740631562,-0.642646652,-0.160577651,0.11262765,0.433091268,-0.007648985,-0.143210358, pitcher,0.707106781,0.707106781,0,0,0.42204,5.42E-34,-0.295,0,1.38E+18,10,
0.885920759,0.000789959,0.0159585,1.01829,0.567864846,0.000195427,9.44E-05,1.160277245,0.000251098,0.00727,0.00699,-9999,-0.917358,0.548836173,-0.74737452,0.119611503,-0.354828509,0.419622493,-0.003579978,-0.117380862, pitcher,0.707106781,0.707106781,0,0,0.42204,5.42E-34,-0.295,0,1.38E+18,10,
0.364965058,0.000266855,0.018819501,1.52442,0.612003818,8.50E-05,9.83E-05,1.503754123,2.68E-05,0.00518,-2.00E+05,49.6852,2.00E+07,-0.033515759,0.002282494,0.999435514,-0.000369499,0.372270452,-0.003244368,-0.250978954, remote,0.707106781,0.707106781,0,0,0.388,5.42E-34,-0.295,0,1.38E+18,0,
0.37476542,0.000282835,0.068464502,1.49293,0.637893023,8.58E-05,9.68E-05,1.483170441,2.31E-05,0.005,-2.00E+05,47.636,2.00E+07,-0.043806608,-0.040970881,0.998199309,-0.000711981,0.390052931,0.002653891,-0.252061482, remote,0.707106781,0.707106781,0,0,0.388,5.42E-34,-0.295,0,1.38E+18,0,
0.629701196,0.000222517,0.0070205,0.873312,0.738054534,8.80E-05,0.000101972,1.485539818,1.75E-05,0.0037,0.026,51.1985,-2.70604,-0.042511489,-0.060017303,0.997287148,-0.003006965,0.391238706,-0.027939203,-0.250851893, remote,0.707106781,0.707106781,0,0,0.388,5.42E-34,-0.295,0,1.38E+18,10,
0.627133718,0.000153882,0.021063501,0.877091,0.768824491,8.93E-05,0.00010297,1.458635929,1.28E-05,0.00273,0.00764,52.9448,-0.845697,-0.055948168,-0.044631165,0.997429333,-0.003547934,0.393631916,-0.048429876,-0.25091346, remote,0.707106781,0.707106781,0,0,0.388,5.42E-34,-0.295,0,1.38E+18,10,
0.074201174,2.33E-05,0.105939503,1.50013,0.802353133,9.32E-05,9.90E-05,2.760657463,2.53E-06,0.00495,-2.00E+05,52.1198,2.00E+07,0.536734836,0.199897003,0.802478011,-0.167290002,0.371110603,-0.00071648,-0.256732389, remote,0.707106781,0.707106781,0,0,0.388,5.42E-34,-0.295,0,1.38E+18,1,
0.775692899,0.000249469,0.051105501,0.739583,0.732537163,9.13E-05,0.000104975,1.504030169,9.38E-06,0.00386,0.025,58.0931,-2.61862,-0.033394568,0.001111994,0.999354033,-0.013231925,0.39871979,0.041020112,-0.247040266, remote,0.707106781,0.707106781,0,0,0.388,5.42E-34,-0.295,0,1.38E+18,2,
0.878995986,6.31E-05,0.062294002,1.37539,0.846492104,0.000136854,9.91E-05,1.381233123,2.72E-06,0.00018,-2.00E+05,34.6963,2.00E+07,-0.053492918,0.569597026,0.8153566,0.08883327,0.379886161,0.009918641,-0.189797141, soapdispenser,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
0.496087385,5.85E-05,0.046989501,0.87918,0.82930337,0.000137627,9.59E-05,1.73085513,2.73E-06,0.000195,-2.00E+05,32.0715,2.00E+07,0.065235163,-0.679444884,0.729290899,0.047263169,0.383641891,0.012285676,-0.187104412, soapdispenser,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,0,fail to grasp
0.410751281,3.08E-05,0.064216502,0.891783,0.826969098,0.00013466,9.98E-05,1.801841006,8.40E-06,0.000288,-2.00E+05,31.5373,2.00E+07,0.047199125,0.74856005,0.651857775,-0.111854977,0.374348353,-0.007534351,-0.190568911, soapdispenser,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,0,fail to grasp
0.72768417,9.50E-05,0.107034004,1.48343,0.833335296,0.000143573,0.000101176,1.63251949,2.48E-05,0.000133,-2.00E+05,33.9305,2.00E+07,0.193077722,0.605663263,0.748755652,0.187771081,0.380756997,0.00841723,-0.17904118, soapdispenser,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,0,fail to grasp
0.387825047,4.58E-05,0.0150965,1.11027,0.83121323,0.000134714,9.68E-05,1.792272446,2.40E-05,0.000149,-2.00E+05,33.4252,2.00E+07,0.06562268,0.690334104,0.714717922,-0.091163477,0.377905335,0.001324577,-0.192455782, soapdispenser,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,0,fail to grasp
0.465784286,3.56E-05,0.080466502,0.795617,0.841399146,0.000133532,0.00010011,1.541344834,1.60E-05,0.000205,-2.00E+05,37.0132,2.00E+07,-0.247816027,0.758107083,0.578820326,-0.169787802,0.380144035,-0.001317455,-0.191384751, soapdispenser,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,0,fail to grasp
0.953495081,0.000138994,0.044169501,0.740992,0.816995388,0.000101548,9.56E-05,1.578518946,3.48E-05,0.000585,0.0304,23.9314,-3.05854,-0.015112611,0.97247004,0.23241372,-0.007582392,0.390691333,0.005873356,-0.236782858, sodacan,0.707106781,0.707106781,0,0,0.38602,5.42E-34,-0.295,0,1.38E+18,10,
