PointArng, TriangleSize, Extension, Spread, Limit, PerpSym, ParallelSym, OrthoNorm, Volume,GraspIt_Volume,GraspIt_Epsilon,GraspIt_ContactEnergy,GraspIt_AutograspQuality,Succ_Rate
0.532195053,0.000343157,0.081091502,1.25678,0.681183167,0.000127716,0.000108469,1.453846109,0.000120987,0.00108,-2.00E+05,31.5726,2.00E+07,0
0.629964753,4.08E-05,0.021739501,0.977909,0.766490218,0.000114096,8.89E-05,1.636926281,9.13E-05,0.000678,-2.00E+05,32.3691,2.00E+07,0.9
0.841179546,7.00E-05,0.011894001,0.862552,0.713862983,0.000117492,9.49E-05,2.122814713,9.56E-05,0.0011,-2.00E+05,33.0861,2.00E+07,0.4
0.86763958,0.000377898,0.042510502,0.78412,0.69540101,0.000110986,0.000108589,1.162859128,0.000108281,0.00149,-2.00E+05,30.9842,2.00E+07,0
0.588771431,0.000261529,0.056800502,0.952764,0.660811335,0.00013168,0.000111352,0.931065925,0.000124228,0.00226,-2.00E+05,33.0173,2.00E+07,0
0.571171956,0.000247871,0.0015135,1.51787,0.665267673,0.000115334,0.000106417,1.580659291,0.000128587,0.0066,0.044,18.0054,-4.59496,1
0.522738731,0.000204666,0.002246,1.44045,0.66484326,0.000119889,0.000106364,1.609653321,0.000126005,0.00133,0.0305,22.2149,-3.09136,1
0.522738731,0.000204666,0.002246,1.44045,0.66484326,0.000119889,0.000106364,1.609653321,0.000126005,0.00133,0.0305,22.2149,-3.09136,1
0.524256962,9.86E-05,0.0082355,1.51716,0.654657344,0.000120527,0.00010521,1.670600775,0.000112393,0.00131,0.00828,22.8697,-0.867625,0.9
0.585130337,0.000326973,0.0296205,1.14159,0.67545359,0.000113488,0.00010282,1.712441126,0.000140261,0.0014,0.0145,20.6023,-1.49191,1
0.665513143,0.000230476,0.002834,0.924056,0.723624486,0.000102844,0.00011145,1.693338367,9.04E-05,0.00104,0.0108,26.1946,-1.11107,0.8
0.534613731,0.000328256,0.013016001,1.50442,0.649776592,0.00012842,0.000109573,1.65498246,0.000141451,0.0011,0.007,28.6171,-0.732569,0.7
0.642778277,0.000200074,0.0101265,1.17852,0.727019792,0.000105041,9.43E-05,1.603067635,9.83E-05,0.000869,-2.00E+05,26.1891,2.00E+07,1
0.809567609,0.000231502,0.0073905,0.797928,0.763307119,0.000108755,0.000118282,1.679398283,7.50E-05,0.000612,-2.00E+05,26.3302,2.00E+07,1
0.65211142,0.000307222,0.0047285,1.34758,0.648927765,0.000119491,9.99E-05,0.966136821,0.000102366,0.00321,-2.00E+05,27.3321,2.00E+07,0.6
0.436552193,5.01E-05,0.002282,1.52823,0.68351744,0.00011179,0.000105512,1.164764635,0.000107432,0.00104,-2.00E+05,24.7944,2.00E+07,1
0.597450788,0.0001708,0.008246,1.43172,0.744632939,0.000141048,0.000103287,3.035499177,6.25E-05,0.00432,0.0307,28.9485,-3.19975,1
0.589175891,2.64E-05,8.00E-06,1.09061,0.763094914,0.000118931,8.97E-05,1.645758663,8.35E-05,0.000655,-2.00E+05,30.9858,2.00E+07,1
0.768497116,0.000228519,0.033661501,0.795955,0.728293032,0.000118607,0.000111105,1.592365201,0.000117877,0.00503,-2.00E+05,26.1621,2.00E+07,1
0.878779029,2.24E-05,0.136200504,1.49659,0.843945625,0.000190225,9.02E-05,0.259080911,3.42E-06,0.0006,-2.00E+05,36.6814,2.00E+07,1
0.106800794,4.89E-06,0.033960501,1.37103,0.833759709,0.000201062,8.67E-05,2.99259057,2.25E-06,3.35E-05,-2.00E+05,33.3128,2.00E+07,0.9
0.859471977,8.35E-06,0.0138515,0.933029,0.891692109,0.000170285,8.31E-05,1.375346636,4.83E-05,0.000606,-2.00E+05,37.2468,2.00E+07,0.5
0.759469245,3.93E-05,0.063134003,1.00908,0.923310891,0.000177481,9.25E-05,1.382878311,2.42E-05,0.000625,-2.00E+05,34.8394,2.00E+07,1
0.780930111,0.000212472,0.132794004,1.34741,0.821663932,0.00018814,9.12E-05,0.42220195,4.63E-06,0.000766,-2.00E+05,34.9886,2.00E+07,0
0.211432842,1.17E-05,0.042018501,1.47499,0.86856159,0.000201698,8.68E-05,2.935830579,3.23E-06,1.99E-05,-2.00E+05,31.0991,2.00E+07,0.6
0.889953512,1.92E-05,0.035943501,0.992855,0.876837648,0.000173863,8.78E-05,1.681439303,2.02E-05,0.000256,-2.00E+05,35.3843,2.00E+07,1
0.841989712,0.000507353,0.056211501,0.744708,0.633012271,0.000176142,9.49E-05,1.885816032,6.03E-05,0.00108,-2.00E+05,43.5141,2.00E+07,0
0.764185438,7.79E-05,0.180594006,0.939622,0.944107138,0.000182602,8.10E-05,1.488437302,1.41E-05,0.000289,0.00895,35.8876,-0.903447,0.7
0.88461236,8.14E-05,0.041604501,0.74912,0.756516509,0.000184296,8.27E-05,0.314257326,2.08E-05,0.000339,-2.00E+05,36.6222,2.00E+07,0
0.724687308,0.000193908,0.180813506,1.50623,0.86665173,0.000190551,7.98E-05,0.343596897,1.93E-06,0.000378,-2.00E+05,35.1222,2.00E+07,0
0.860624924,0.000349059,0.042778501,0.781124,0.819966281,0.00018393,8.80E-05,0.895962277,4.15E-05,0.00259,-2.00E+05,35.7975,2.00E+07,0.4
0.793837389,0.000142995,0.214885505,0.750532,0.958749393,0.000181139,9.02E-05,1.466465071,3.64E-05,0.000458,-2.00E+05,38.6527,2.00E+07,0.9
0.982010617,8.88E-05,0.0002625,0.873611,0.61815781,0.000197065,0.000104835,1.464186732,0.000356477,0.000726,-2.00E+05,16.693,2.00E+07,1
0.973316472,0.000406943,9.15E-05,0.765832,0.610518372,0.00019829,0.000105671,1.361067632,0.000352227,0.00181,0.0175,15.7529,-1.80903,1
0.898398739,0.000710594,0.000168,0.936156,0.567228228,0.000195418,9.16E-05,0.86082387,0.000265909,0.00229,0.00262,17.9741,-0.330366,1
0.888253139,0.000315402,0.0125795,1.12496,0.524786907,0.000200169,9.00E-05,2.063171469,0.00049462,0.00324,0.0315,15.5962,-3.25205,1
0.848396462,0.000165119,0.0014315,1.10063,0.626221659,0.000196037,0.00010993,1.474162102,0.000329577,0.00181,-2.00E+05,16.9016,2.00E+07,1
0.677563229,4.72E-05,0.0113855,1.49824,0.640651708,0.000230321,0.000117692,2.604033675,9.33E-05,0.00152,-2.00E+05,16.8496,2.00E+07,1
0.744747768,0.000513757,0.0017055,1.42607,0.605425414,0.000223898,0.000111084,2.470006252,0.000195804,0.000305,-2.00E+05,20.2583,2.00E+07,1
0.754221317,0.000162922,0.006626,1.18266,0.582719309,0.000214904,8.82E-05,3.045757505,0.00014574,0.00255,0.0211,21.8888,-2.18811,1
0.824494045,0.000103339,0.0024885,1.24902,0.537943717,0.000210899,9.36E-05,2.760728969,0.000228339,0.000844,-2.00E+05,26.0156,2.00E+07,1
0.74209924,0.000565088,0.000122,1.28493,0.502080803,0.000175359,7.82E-05,0.662146658,0.0002958,0.000903,0.00818,22.574,-0.845068,1
0.767593407,0.00052765,0.0060795,1.49847,0.606062033,0.00022615,8.83E-05,2.426136289,0.000187215,0.000415,-2.00E+05,22.9605,2.00E+07,0
0.82261446,0.000439933,0.0040065,1.21255,0.67163387,0.000224593,0.000101326,2.810661883,0.00015592,0.000312,-2.00E+05,20.4004,2.00E+07,0
0.81814346,0.000792063,5.00E-07,1.04091,0.533911791,0.000208464,7.74E-05,2.138347837,0.000481536,0.00107,-2.00E+05,27.7266,2.00E+07,0.7
0.949890652,0.001106161,0.0055565,0.793169,0.523513668,0.000195562,0.000100329,0.68993649,0.000304223,0.00251,-2.00E+05,23.3727,2.00E+07,0
0.92207642,0.000269049,0.035310501,0.876469,0.610306165,0.000202248,0.000102868,0.935853114,0.000290299,0.00213,0.000627,25.4044,-0.126707,0.9
0.782940875,0.000194357,0.049311502,1.41183,0.527545593,0.000199253,9.81E-05,1.384484717,0.000500953,0.00111,-2.00E+05,29.7791,2.00E+07,0
0.523607057,0.000204997,0.0098435,1.44124,0.742510874,0.000242031,0.000117614,2.672181713,2.12E-05,9.42E-05,-2.00E+05,24.8801,2.00E+07,0
0.983670499,0.000440257,0.016305501,0.892308,0.518420709,0.000195113,8.93E-05,2.578269839,0.000300524,0.00878,0.0825,25.942,-8.51781,0.8
0.698713861,0.000694667,0.009128,1.42662,0.607123066,0.000226647,0.000112067,2.475562693,0.000191348,0.00182,-2.00E+05,27.6759,2.00E+07,0
0.940041051,0.001132834,0.011290501,0.962892,0.55831555,0.000194918,9.13E-05,0.740136536,0.000310487,0.000722,-2.00E+05,23.3797,2.00E+07,1
0.965259838,0.001364845,0.0010035,0.81483,0.511842306,0.000189123,9.74E-05,1.510611189,0.000362449,0.00348,0.00794,16.5641,-0.898599,1
0.66360983,6.47E-05,9.95E-05,1.4436,0.690520258,0.000193978,9.04E-05,1.552352735,0.00040923,0.00123,0.00996,18.6209,-1.03267,0.1
0.9593163,0.000305727,0.0007665,0.905308,0.50038315,0.000186813,9.33E-05,1.408204703,0.0003023,0.00103,-2.00E+05,20.9137,2.00E+07,0.9
