PointArng,TriangleSize,Extension,Spread,Limit,PerpSym,ParallelSym,OrthoNorm,Volume,GraspIt_Volume,GraspIt_Epsilon,Energy,GraspIt_AutograspQuality,Succ_Rate
0.859793524,42.98297706,0.043291501,0.740902,0.517708302,0.04991734,0.020054758,2.755828353,0.363851477,0.541818467,0,29.35769919,2.00E+07,1
0.813807994,82.17961119,0.031440501,1.43261,0.477737674,0.020024279,0.289903786,2.50008669,0.128037901,0.676606566,0,37.6771258,2.00E+07,1
0.650540911,22.46502871,0.281306008,1.2374,0.5714572,0.078624995,0.396087075,1.443597905,0.105438898,0.728787514,0,24.29605447,2.00E+07,1
0.723372776,99.90915436,0.019334,1.0336,0.45686564,0.039396111,0.377492483,2.235580328,0.094145882,1.361967048,0,44.08663105,2.00E+07,1
0.806577815,89.70051308,0.024313501,1.1858,0.468188378,0.036377929,0.319745327,2.330953493,0.126676638,1.601424449,0,43.20922422,2.00E+07,0
0.806304582,80.30397507,0.0043205,0.737309,0.517435465,0.203307631,0.177224844,1.672029486,0.268668831,1.909080884,0,17.98939367,2.00E+07,1
0.798990073,104.9089997,0.002318,0.763909,0.472826607,0.183939976,0.150249584,1.906480486,0.316166847,1.164846726,0,24.18811406,2.00E+07,0.9
0.548391732,63.11889503,0.042612501,0.852394,0.517435465,0.259117792,0.179891193,1.911567645,0.366515715,0.775342477,0,18.9567638,2.00E+07,1
0.803607092,67.99359452,0.0168395,1.00745,0.491379526,0.036428947,0.113640389,2.438215526,0.285328326,1.394288762,0,26.03346579,2.00E+07,0.3
0.771973122,94.74269201,0.021128001,0.807404,0.471598841,0.11900485,0.138072759,2.041263329,0.284323889,2.596272977,0,26.53862035,2.00E+07,0.6
0.715496963,82.29094755,0.016150501,0.999698,0.466142099,0.208768129,0.180086178,1.411180839,0.373118321,2.179789133,0,26.20537794,2.00E+07,1
0.896534551,47.40580426,0.0122855,0.749201,0.511842305,0.036868785,0.140108403,2.96251011,0.241851705,0.40758357,0.000805985,25.06559573,-1.35701,0.9
0.718460349,67.56516445,0.0007505,0.838635,0.502838682,0.277634863,0.18579185,1.841915053,0.361520632,0.87101947,0,22.70246719,2.00E+07,1
0.807718279,52.07534953,0.055164502,0.941054,0.508022586,0.092031586,0.140895743,2.514951921,0.294480492,1.016626844,0,24.16194077,2.00E+07,0.8
0.808205171,79.22875435,0.021979501,1.09526,0.478419767,0.180201972,0.213310525,1.457790317,0.316669266,1.525657338,0,27.32832076,2.00E+07,1
0.906002129,62.93598525,0.037803501,0.789821,0.498609709,0.144340865,0.12957333,2.153536093,0.297314009,0.456756496,0,26.6843934,2.00E+07,0.8
0.774730437,88.37530294,0.020794501,1.25922,0.462868055,0.137065228,0.192744725,1.249181984,0.262774682,0.859165749,0,33.36482294,2.00E+07,0
0.596983824,56.33138942,0.042738502,0.931508,0.497927616,0.229385672,0.228408052,1.25900319,0.39381007,0.727644918,0,16.89032573,2.00E+07,1
0.596387159,66.14277146,0.0180395,0.940824,0.483467252,0.278771787,0.161975828,1.583492212,0.384292059,0.877513239,0,20.98332849,2.00E+07,1
0.596387159,66.14277146,0.0180395,0.940824,0.483467252,0.278771787,0.161975828,1.583492212,0.384292059,0.877513239,0,20.98332849,2.00E+07,1
0.749361403,69.28828953,0.029935501,1.09251,0.489878923,0.166792146,0.107353626,2.061024094,0.338968325,1.191001727,0,24.07157332,2.00E+07,0.9
0.749361403,69.28828953,0.029935501,1.09251,0.489878923,0.166792146,0.107353626,2.061024094,0.339147828,1.191001727,0,24.07157332,2.00E+07,0.8
0.729708202,85.22948095,0.012768001,0.763556,0.488241901,0.221826542,0.11937457,1.874893941,0.339141275,2.169167032,0,24.27023281,2.00E+07,1
0.879071286,41.43624023,0.052218502,1.26501,0.525620577,0.058483927,0.125004011,3.08631328,0.257369458,0.349972254,0.001198483,20.74745487,-0.0958477,1
0.87311475,59.93223276,0.029434501,0.737367,0.498064034,0.06847811,0.147987266,2.501301653,0.259783967,0.594058028,0,27.96438877,2.00E+07,1
0.866074779,47.3200799,0.025574001,0.732173,0.511842306,0.047040245,0.1082779,2.921397957,0.284672241,0.381422377,0,23.77577509,2.00E+07,1
0.95876638,40.85511388,0.058143502,0.889726,0.527257599,0.019516172,0.165772914,2.993145732,0.545523707,0.294982513,0,20.42668421,-0.144031,1
0.972304915,40.19781724,0.029314501,0.783588,0.525484158,0.014449055,0.178551822,3.092218323,0.533917228,0.344406215,0.003243402,21.06841193,-3.83527,1
0.969708615,39.95219491,0.050178501,0.93707,0.529303877,0.011081592,0.141679306,3.057821876,0.492173257,0.456673225,0.001499429,20.88612652,-2.46534,1
0.974640143,47.02534371,0.032199501,0.735614,0.513888583,0.056690403,0.139716563,2.690814169,0.529002722,0.536631728,2.77E-06,24.73126305,-0.171511,1
0.890596296,57.47863249,0.025101501,0.738992,0.502702264,0.09369881,0.082583775,2.388142145,0.468380047,1.166663814,0,27.30190581,2.00E+07,0.9
0.937815171,45.91630147,0.032721501,0.732011,0.515934861,0.035048577,0.036139318,2.733964089,0.385066741,0.452094164,0,27.85614411,2.00E+07,1
0,0,0.68634202,0.747068,0.380062011,0.303437466,0.068742335,2.123191701,0.483222333,0,0,27.35188104,2.00E+07,0
0.924938279,65.54156889,0.026019501,0.758448,0.495335664,0.133140177,0.063462795,2.147861679,0.459258695,0.691578558,1.93E-05,27.21056866,2.00E+07,1
0.837343708,62.59015671,0.021738501,0.736384,0.495744919,0.091482724,0.010694439,2.326388994,0.427490857,0.563002863,0,29.45661618,2.00E+07,0.8
0,0,0.529449514,1.45643,0.394385956,0.264057167,0.139634585,2.530471609,0.309092928,0,0,29.40711417,2.00E+07,0
0.943460642,43.02488889,0.007478,0.761163,0.519481743,0.014575046,0.012810083,2.873944762,0.340410362,0.401641022,0,31.15454748,-0.999897,1
0.976055162,41.34643859,0.015392,0.746562,0.52248295,0.00981122,0.164520782,3.041327577,0.537544232,0.562380427,0.002123377,29.86974163,-3.49287,1
0.922336203,37.41999923,0.056552003,0.774036,0.529713132,0.041505123,0.089911052,3.003889566,0.450013818,0.282494876,0.000217776,27.40253591,-3.52039,1
0.823158318,44.66231432,0.047162001,0.84606,0.519481743,0.079124161,0.125579261,2.607549204,0.482810445,0.462655932,2.91E-05,27.6460998,-0.0224775,0.8
0.867226967,72.2200686,0.033733502,0.781817,0.492334457,0.166254602,0.064730019,2.019417915,0.52785151,0.875531806,2.52E-05,26.44659956,2.00E+07,1
0.969587197,42.18451945,0.046828502,0.967365,0.526302668,0.024123707,0.048361333,2.8991994,0.317164086,0.554517553,0,31.61643449,2.00E+07,1
0.542253329,99.9975648,0.0007955,1.50708,0.425489379,0.112636705,0.055162,3.091360067,0.443303454,2.018616854,0.003313949,23.91124987,-4.69579,0.8
0.563625759,104.5510199,0.0044795,1.49431,0.431218957,0.118090304,0.040818396,2.883296724,0.361698426,2.120925408,0.000433835,18.71355809,-2.71467,0
0.515517719,104.5407778,0.0064205,1.52384,0.420441893,0.096398376,0.074307422,2.778689908,0.415011082,1.074689719,0,18.01469684,-0.883416,1
0.515517719,104.5407778,0.0064205,1.52384,0.420441893,0.096398376,0.074307422,2.778689908,0.415011082,1.074689719,0,18.01469684,-0.883416,1
0.488886825,93.70701272,0.004514,1.48024,0.420578312,0.049826304,0.022163454,2.863953539,0.419054281,1.568526487,0,31.7632734,-1.8383,0.2
0.645112987,97.58583858,0.036348501,1.36522,0.435720769,0.021321004,0.0950727,2.609408763,0.388081583,1.055595485,0,23.92317296,2.00E+07,0.9
0.407572738,61.63468501,0.077246003,1.38773,0.460685359,0.210925352,0.054653879,2.431477965,0.320751644,0.766879645,0,23.3885938,2.00E+07,1
0.614014759,67.6395294,0.027213501,0.950648,0.475691396,0.063098995,0.017177508,2.881922776,0.365552854,0.471274152,0,24.12600818,2.00E+07,1
0.668368727,92.14892374,0.081091502,1.25678,0.437903465,0.12110479,0.08572197,2.805357993,0.309241859,1.395359905,0,31.60289443,2.00E+07,0
0.754422033,61.90999843,0.021739501,0.977909,0.492743712,0.156497312,0.067185874,2.728653823,0.26904458,0.567191019,0,33.13065548,2.00E+07,0.9
0.758687397,95.42438861,0.011894001,0.862552,0.458911918,0.117706707,0.02331985,2.54940568,0.2499664,0.770234231,0,29.97882333,2.00E+07,0.4
0.808509258,112.1669958,0.042510502,0.78412,0.447043506,0.120376737,0.096761122,2.390132119,0.406661448,1.26371552,0,27.55622204,2.00E+07,0
0.704148256,130.6632566,0.056800502,0.952764,0.424807287,0.096272232,0.128823414,2.49327145,0.320805186,2.543384419,0,31.71810883,2.00E+07,0
0.546316765,100.1503988,0.0015135,1.51787,0.427672075,0.117088557,0.040785591,3.115522553,0.438069459,2.352027928,0.003112503,23.26039189,-4.59496,1
0.547025274,101.3860676,0.002246,1.44045,0.427399238,0.1177918,0.00817766,3.039352746,0.387296218,1.329895438,0.003066493,28.97307746,-3.09136,1
0.547025274,101.3860676,0.002246,1.44045,0.427399238,0.1177918,0.00817766,3.039352746,0.387296218,1.329895438,0.003066493,28.97307746,-3.09136,1
0.512775807,103.9926862,0.0082355,1.51716,0.420851149,0.103108844,0.009701253,2.830159108,0.380934514,1.168738621,0,31.03678093,-0.867625,0.9
0.557126984,102.7534364,0.0296205,1.14159,0.434220165,0.117966271,0.067450466,2.948060791,0.412241102,1.096298422,0.000589163,20.72447965,-1.49191,1
0.635025365,84.18744645,0.002834,0.924056,0.46518717,0.126860994,0.183387294,3.01868691,0.400892296,0.788634962,0,24.23703627,-1.11107,0.8
0.496683533,96.21027518,0.013016001,1.50442,0.417713523,0.063544504,0.096875953,2.844243755,0.296353444,0.761596418,0,34.87307621,-0.732569,0.7
0.634791118,80.59165654,0.0101265,1.17852,0.467369866,0.135785825,0.15970309,3.051103486,0.406972101,0.908294187,0,25.37337615,2.00E+07,1
0.717584929,62.77227246,0.0073905,0.797928,0.490697434,0.113147777,0.120852744,2.931669582,0.333742265,0.368790036,0,22.11678506,2.00E+07,1
0.671477266,132.8622176,0.0047285,1.34758,0.417167849,0.091687827,0.008482212,2.495485574,0.387638013,1.497382542,0,25.36314742,2.00E+07,0.6
0.401289347,64.21850356,0.002282,1.52823,0.439404069,0.118030506,0.087394313,2.67451766,0.28071851,0.874794798,0,23.65685939,2.00E+07,1
0.566857923,91.18566014,0.008246,1.43172,0.478692604,0.167719544,0.23639789,1.468345775,0.23200072,1.053851203,0,25.47918972,-3.19975,1
0.622131711,61.35576517,8.00E-06,1.09061,0.490561016,0.101038236,0.009374851,2.742152432,0.276015528,0.422959653,0,27.43878309,2.00E+07,1
0.676593461,77.54241638,0.033661501,0.795955,0.468188378,0.124852687,0.013768296,3.09337955,0.329940755,0.76805583,0,22.90588568,2.00E+07,1
0.781037362,46.23669939,0.136200504,1.49659,0.542536473,0.092454685,0.352988491,1.413043573,0.07914438,0.655973474,0,43.6784059,2.00E+07,1
0.101005632,3.350337208,0.033960501,1.37103,0.535988384,0.104188088,0.490123429,1.650255052,0.025480906,0.115475152,0,44.40548122,2.00E+07,0.9
0.86908587,17.97231579,0.0138515,0.933029,0.573230642,0.038694705,0.249117708,2.914805913,0.085444818,0.086628033,0,30.45980083,2.00E+07,0.5
0.803903847,11.6674283,0.063134003,1.00908,0.593557002,0.057636754,0.302688464,2.923489819,0.072026926,0.086416899,8.83E-05,30.66448448,2.00E+07,1
0.823270748,55.46049374,0.132794004,1.34741,0.528212528,0.05362554,0.389179848,1.303774019,0.080692438,0.562907386,0,37.70279225,2.00E+07,0
0.180513645,2.389993664,0.042018501,1.47499,0.558361022,0.127730702,0.492788211,1.642524711,0.023488222,0.061313738,0,40.60839283,2.00E+07,0.6
0.85979606,16.60914789,0.035943501,0.992855,0.563681345,0.113760052,0.333379547,2.965207727,0.082260353,0.628447681,0.000744794,33.23274416,2.00E+07,1
0.861574405,161.1194472,0.056211501,0.744708,0.40693646,0.078709048,0.296296293,1.843517413,0.081449873,1.757513321,0,43.07941947,2.00E+07,0
0.757214145,4.190497257,0.180594006,0.939622,0.606926017,0.053498027,0.385830327,2.986177453,0.066428238,0.761277621,0,26.93319285,-0.903447,0.7
0.891588286,94.53671122,0.041604501,0.74912,0.486332041,0.138124596,0.359336912,1.632506064,0.113212596,0.99437394,0,37.71285855,2.00E+07,0
0.789752119,35.81438468,0.180813506,1.50623,0.557133255,0.061733425,0.356419369,1.390186283,0.066914931,0.863656148,0,39.19647451,2.00E+07,0
0.891853368,90.62747433,0.042778501,0.781124,0.527121181,0.072751667,0.392522166,2.438597252,0.093127776,6.375098802,0,30.6878641,2.00E+07,0.4
0.812933617,2.729570466,0.214885505,0.750532,0.616338895,0.047892807,0.374888466,2.870951968,0.074672897,1.500035993,0,26.22712481,2.00E+07,0.9
0.949631983,175.6523967,0.0001005,0.873611,0.39861493,0.041929894,0.171445084,2.705567642,0.176219579,6.657035916,0.00020327,13.97522249,2.00E+07,1
0.967804782,175.745257,9.15E-05,0.765832,0.392476096,0.047060029,0.182581772,2.674886366,0.178108648,3.293839924,0,16.26657667,-1.80903,1
0.865419166,225.5159207,0.000168,0.936156,0.364646718,0.022928666,0.166463676,1.380523695,0.194886734,4.837517937,0,15.01838114,-0.330366,1
0.831240112,258.4536614,0.008114,1.12496,0.342683335,0.050982566,0.193561018,2.487789684,0.204986633,39.19024219,0.003022757,14.69401982,-3.25205,1
0.860212225,171.8874661,0.0014315,1.10063,0.402571067,0.067039253,0.170157344,2.663725133,0.160300117,2.709652345,0,16.38383652,2.00E+07,1
0.716942613,138.4451061,0.0113855,1.49824,0.411847527,0.153218712,0.349410889,1.546526676,0.115674971,2.077443251,0,14.81287537,2.00E+07,1
0.728357998,176.4490499,0.0017055,1.42607,0.389202052,0.164480285,0.317370034,1.725052982,0.12500299,2.079681157,0,18.4101455,2.00E+07,1
0.765274146,205.806149,0.006626,1.18266,0.37460527,0.139071195,0.269167852,1.650986851,0.168129334,4.348177104,0,19.68325781,-2.18811,1
0.82243443,256.5597364,0.0024885,1.24902,0.345820961,0.094632962,0.247192006,1.939856624,0.180168667,3.459325324,0.001701957,22.69285412,2.00E+07,1
0.712246609,250.733105,0.002762,1.28493,0.330951342,0.094147991,0.049294472,1.781299049,0.170529665,13.88902989,0.006768892,19.08815308,-0.845068,1
0.734821379,173.3594296,0.0060795,1.49847,0.389611307,0.048616277,0.327474745,1.514493709,0.110169797,1.633833217,0,19.5395172,2.00E+07,0
0.837265282,133.2194575,0.0040065,1.21255,0.431764631,0.039850414,0.319587481,1.239901925,0.130532991,1.973974153,1.40E-05,19.21201542,2.00E+07,0
0.828204802,256.3242214,0.0002315,1.04091,0.346093798,0.066843599,0.228094642,2.032876235,0.132123809,0.062658536,0.000307412,30.4403731,2.00E+07,0.7
0.946942788,258.3228037,0.0055565,0.793169,0.336544501,0.087770652,0.166282706,1.325780231,0.164341242,4.771247201,0,20.22888932,2.00E+07,0
0.918799375,184.2739234,0.035310501,0.876469,0.392339678,0.060299965,0.203063905,2.505375566,0.144490055,2.184841781,0,23.15081022,-0.126707,0.9
0.763073001,243.5679692,0.049311502,1.41183,0.339136453,0.047027031,0.186473844,2.575575899,0.141736947,4.136093349,0,26.25440996,2.00E+07,0
0.543351205,69.00814798,0.0098435,1.44124,0.477328419,0.103289056,0.411057105,1.419142,0.065731563,0.338852844,0,24.82676396,2.00E+07,0
0.972137771,271.5629783,0.016305501,0.892308,0.333270456,0.099151425,0.105359855,1.915770476,0.213599952,29.77676762,0.008489129,22.86287301,-8.51781,0.8
0.749064311,177.9981535,0.009128,1.42662,0.3902934,0.120343018,0.328167747,1.385641139,0.099718587,2.930781032,0,25.37214504,2.00E+07,0
0.921409611,241.4769992,0.011290501,0.962892,0.358917139,0.065778399,0.16323102,1.825224979,0.183247209,2.865343734,0.00076435,19.66185911,2.00E+07,1
0.948642391,283.4186949,0.0010035,0.81483,0.329041482,0.115779382,0.135268285,1.578777726,0.189154735,6.585814823,0,13.73970474,-0.898599,1
0.669248705,107.2196871,9.95E-05,1.4436,0.44390588,0.090437511,0.160523494,2.873734917,0.123195583,1.311556947,0,16.37173252,-1.03267,0.1
0.915444226,301.7322309,0.0007665,0.905308,0.321674882,0.01584014,0.1199191,1.730747137,0.184018339,13.76123039,0,19.37426315,2.00E+07,0.9
0.900081938,276.8652434,0.012102001,0.807582,0.329450738,0.096589669,0.124931796,1.343831469,0.186665149,5.714379939,0,13.86027915,-4.8784,1
0.615867029,91.38926462,0.0060515,1.42301,0.448271273,0.038163338,0.37517567,1.512393877,0.100270915,0.794186824,0,18.92839665,2.00E+07,1
0.841715535,293.6004056,0.003062,1.08634,0.323175486,0.084884171,0.097200635,1.562989844,0.206117595,18.91456617,0.002422543,20.5320183,-0.962682,1
0.79921248,257.8437858,0.001106,1.08487,0.340773475,0.038097917,0.085966958,1.000943782,0.18093294,26.13474681,0.00634267,24.39477237,-1.96873,0
0.695312852,202.9304951,0.0031115,1.34253,0.361099835,0.085256516,0.170495216,2.389658437,0.145866669,3.316708163,0,21.84621403,2.00E+07,0
0.974247127,269.7377167,0.018402,0.929861,0.336408083,0.085892248,0.167357135,1.585356103,0.199425838,18.31544791,0.001692154,17.92662268,2.00E+07,1
0.72523713,206.5212315,0.0030795,1.31884,0.366692995,0.110057468,0.143772259,2.275247425,0.135256083,4.956026487,0,23.24401998,2.00E+07,0.2
0.191808617,39.30836771,0.097408504,1.52396,0.451818155,0.172443283,0.07610224,1.767683382,0.41094029,0.767933266,0,35.12883031,2.00E+07,1
0,0,0.850791527,1.4993,0.362873276,0.100677608,0.359534628,1.753844919,0.188551622,0,0,43.96785179,2.00E+07,0
