PointArng,TriangleSize,Extension,Spread,Limit,PerpSym,ParallelSym,OrthoNorm,Volume,GraspIt_Volume,GraspIt_Epsilon,Energy,GraspIt_AutograspQuality,Succ_Rate
0.170293665,34.45179907,0.131310505,1.52875,0.432037468,0.098231956,0.118535963,1.786035726,0.215573755,0.613346173,8.52E-05,37.24350008,2.00E+07,0.8
0.235162631,21.46024148,0.170803505,1.48537,0.506658401,0.183398849,0.178943794,1.859526911,0.189728641,1.896689779,0,40.80839681,2.00E+07,0
0,0,0.450783514,1.45352,0.425080123,0.18957409,0.343888088,1.820521204,0.264823127,0,0,45.35971493,2.00E+07,0
0.24451851,11.20947652,0.015974001,1.47271,0.557542511,0.066923042,0.249355411,1.782140131,0.13978896,0.160020126,0,39.70249213,2.00E+07,0
0.321657999,6.931928274,0.065786002,1.48564,0.588236679,0.112002718,0.323007569,1.818182363,0.103020384,0.058698572,0,42.45272994,2.00E+07,0
0.321657999,6.931928274,0.065786002,1.48564,0.588236679,0.112002718,0.323007569,1.818182363,0.103020384,0.058698572,0,42.45272994,2.00E+07,0
0.38874367,10.97371117,0.050116502,1.47018,0.579915149,0.166156947,0.200974691,1.727109344,0.145406012,0.204009493,0,41.49728607,2.00E+07,0
0.389898739,8.115760577,0.020940501,1.50867,0.591510724,0.12740552,0.259061107,1.803179453,0.129757875,0.119188489,0,41.8758294,2.00E+07,0
0.276999434,8.374312353,2.60E-05,1.48373,0.587008912,0.100592719,0.265107754,1.880287427,0.129740675,0.064741537,0,41.05427568,2.00E+07,0.1
0.183126651,37.5741527,0.089731503,1.528,0.453864433,0.215386296,0.096696938,1.800398873,0.56490568,0.713885941,0,34.11512598,-1.00366,1
0.167557362,33.27536416,0.111558503,1.52743,0.453591595,0.240146156,0.120466138,1.760417847,0.340235205,0.441747917,0,36.26472843,2.00E+07,0.9
0.189030261,37.31818029,0.099001503,1.51919,0.471053166,0.239398189,0.076121619,1.782541969,0.476043799,0.535926065,0,36.07344985,2.00E+07,0.2
0.151368854,24.07159174,0.149835505,1.52124,0.486059204,0.164859557,0.227190334,1.770584323,0.395982546,3.425785224,0.00028311,34.57423427,-0.880232,0
0.182816399,37.32607149,0.125010504,1.48472,0.455365036,0.050058693,0.081343478,1.770753722,0.289174079,0.764515368,0,39.54705064,2.00E+07,0.1
0.174468275,32.33725993,0.141938004,1.5013,0.465596426,0.133471415,0.119962166,1.941075402,0.295973372,0.693914164,0,40.46177694,2.00E+07,0.2
0.201602275,36.10558626,0.149031503,1.52005,0.447043506,0.069524484,0.102270811,1.826882605,0.330352293,0.654843324,0,39.27549832,2.00E+07,1
0.185807265,13.52253901,0.062118502,1.48183,0.527257599,0.094166285,0.255043522,1.735655842,0.243485237,1.613146652,0,39.02653478,2.00E+07,0
0.205237244,6.404052163,0.016644501,1.5203,0.589600864,0.068787869,0.283120716,1.802495422,0.107657856,0.185265264,0,43.62237495,2.00E+07,0.4
0.151878101,12.74129676,0.055116501,1.49378,0.525347739,0.048774445,0.242969069,1.972618486,0.132749109,0.28412761,0,43.98760067,2.00E+07,0
0.399890554,5.615099728,0.0213365,1.4926,0.612792014,0.152274485,0.225926374,1.76833624,0.094792487,0.062767714,0.00013637,45.89881126,2.00E+07,0.7
0.719599682,66.45451413,0.036804501,0.93378,0.480602463,0.091790966,0.172583241,3.133694469,0.122801027,1.031396418,0,45.16191443,2.00E+07,0.9
0,0,0.801334523,0.884205,0.409255575,0.10278479,0.124963919,2.251215101,0.191130684,0,0,39.78094982,2.00E+07,0
0.831840545,29.93005177,0.098496503,1.2523,0.540763032,0.039627061,0.011681922,2.465724817,0.212079147,0.352989007,0,36.00972183,2.00E+07,0
0,0,0.790941525,1.48633,0.350049935,0.213554907,0.103630689,2.101414596,0.226952033,0,0,33.99730023,2.00E+07,0
0.506162024,18.66946022,0.067950002,0.848355,0.537761825,0.022111476,0.024155612,3.078905432,0.23884182,0.542954684,0,40.71543548,2.00E+07,0
0.757592846,20.243704,0.021810501,0.805312,0.564499856,0.024298921,0.035447805,2.14959191,0.184227245,0.211670087,0,38.02596408,2.00E+07,0
0.835531147,125.0226985,0.040778001,0.777138,0.453318759,0.196544209,0.030729232,1.58529233,0.46333415,2.218899313,0,36.89138115,2.00E+07,0.9
0.376800423,15.70322124,0.041306001,0.8788,0.606789598,0.241084974,0.170872597,1.540269027,0.168203395,1.293386801,0,37.33560683,1.00E+07,0
0.935399653,139.4640827,0.001806,0.918287,0.426035053,0.057051295,0.331490205,2.152692423,0.146831441,2.81429008,0,35.53096527,2.00E+07,0.9
0.829497943,114.5244486,0.075496502,1.16764,0.44486081,0.072075524,0.365127782,1.578797132,0.154655345,2.457323794,0,32.23121913,2.00E+07,1
0.848712888,104.4980729,0.041373501,1.44792,0.457411314,0.014123781,0.271074361,2.106349678,0.116749103,1.288033271,0,32.54231842,2.00E+07,0
0.817826043,79.05489677,0.0092085,1.27856,0.486604878,0.014356809,0.288305738,2.588439734,0.150893586,0.683716246,0,35.97537327,2.00E+07,0.1
0.89105422,108.9879516,0.041833502,1.36723,0.455501455,0.066380843,0.270705383,2.069457041,0.164476211,1.522322391,0,29.58547967,2.00E+07,0
0.789435672,28.10175994,0.407246014,0.929606,0.57063869,0.023419991,0.373973885,1.299634046,0.115279248,0.992115447,0,30.12683112,2.00E+07,1
0.736933323,53.847424,0.042753501,1.49822,0.519890999,0.025596929,0.280475338,2.736860735,0.121025992,0.467589058,0,33.90896812,2.00E+07,0
0.896440445,112.5602046,0.050599502,0.902584,0.446088576,0.106251987,0.291112819,2.21570473,0.18924977,2.193579587,0,41.00818071,2.00E+07,1
0.94723199,112.3521546,0.0022785,0.730988,0.454682943,0.074511465,0.297095365,2.352678849,0.184146876,1.526268931,0,34.97729874,2.00E+07,1
0.930943016,143.6978078,0.0130545,1.10114,0.42726282,0.051085098,0.313481505,2.032010837,0.101366367,2.527390361,0,32.83066397,2.00E+07,0
0.701137103,60.28702003,0.002562,1.39827,0.504612124,0.052311693,0.287798012,2.499700958,0.104141155,0.434433211,0,37.64505633,2.00E+07,0
0.807090419,25.84332501,0.412328014,0.912103,0.568592412,0.067443256,0.392940619,1.122239912,0.133514679,1.081145011,0,24.75706746,2.00E+07,1
0.9055415,104.2779143,0.0085995,1.0737,0.45959401,0.05827493,0.300339918,2.348868572,0.167460185,1.071132841,0,39.4637546,2.00E+07,0.8
0.773846487,30.88921692,0.333746011,1.16115,0.593557002,0.07222962,0.389423394,1.404166827,0.113385553,0.389032504,0,20.57015811,2.00E+07,1
0.906476946,117.7527162,0.019304001,1.21683,0.448271273,0.051825123,0.283235561,2.160153055,0.139335654,1.055544089,0,34.66255487,2.00E+07,1
