PointArng, TriangleSize, Extension, Spread, Limit, PerpSym, ParallelSym, OrthoNorm, Volume,GraspIt_Volume,GraspIt_Epsilon,GraspIt_ContactEnergy,GraspIt_AutograspQuality,Succ_Rate
0.00084774,1.13E-07,0.003038,0.1138,1.097108092,0.000123262,0.000150071,1.581312237,1.37E-12,1.12E-05,-2.00E+05,26.0428,2.00E+07,1
0.912232799,9.59E-05,0.0013715,0.006,0.845643278,0.000142397,0.000140732,1.559394342,9.79E-06,8.10E-05,-2.00E+05,42.0223,2.00E+07,1
0.824670442,5.20E-06,0.0151665,0,0.806597265,0.000132468,0.000155994,1.714769763,5.32E-06,0.000135,-2.00E+05,73.9428,2.00E+07,0
0,0,0.035083501,0,0.639166262,0.000295,0.0006,1.424477387,0,0.00124,0.0236,38.3535,-2.39646,1
0.095924596,7.54E-06,0.0002535,0.095,1.100715603,0.000130649,0.000141556,1.565746724,4.37E-10,1.54E-05,-2.00E+05,28.0862,2.00E+07,1
0.09750102,7.85E-06,0.0023615,2.22E-16,1.087771001,0.00013059,0.000141556,1.764274543,5.02E-10,0.000173,-2.00E+05,25.4609,2.00E+07,1
0.09410603,1.47E-07,0.001032,2.22E-16,1.101988843,0.000145229,0.000151308,1.55515993,1.17E-09,5.51E-06,-2.00E+05,25.8549,2.00E+07,1
0.189340688,2.42E-05,0.0004875,2.22E-16,1.122997297,0.000143115,0.000167334,1.53378433,1.73E-09,6.36E-06,-2.00E+05,27.6286,2.00E+07,1
0.176323891,1.03E-05,0.0004295,0.0334,1.136578518,0.000135479,0.000143876,1.563292469,3.16E-13,0.000116,-2.00E+05,24.8531,2.00E+07,1
0.156946012,8.86E-06,0.0006935,0.0713,1.092651753,0.000147803,0.000145288,1.603788702,8.35E-10,0.000176,-2.00E+05,27.6622,2.00E+07,1
0.72695399,7.02E-05,0.0050015,0.0022,0.950897748,0.000132454,0.000143622,1.541749066,2.61E-06,4.95E-05,-2.00E+05,38.6409,2.00E+07,1
0,0,0.040176501,0.333,0.765004772,0.000168978,0.000203666,1.589470392,0.00016938,0.00118,-2.00E+05,36.968,2.00E+07,0.7
0.364655635,4.73E-05,0.001568,0,1.142520303,0.00012294,0.000134148,1.525743745,1.57E-08,0.000106,-2.00E+05,24.2918,2.00E+07,1
0.203827073,9.35E-06,0.0139715,2.22E-16,1.03111184,0.000110206,0.000158211,1.510439725,1.46E-09,1.74E-05,-2.00E+05,27.438,2.00E+07,1
0,0,0.582267141,0.164,0.89371367,0.000295,0.0006,1.369782028,0,0.000128,3.21E-18,60.2077,-0.00384392,1
0.590982859,8.09E-05,0.090828503,0.0066,0.962144698,0.000143657,0.000134863,1.79676883,6.01E-07,0.000302,-2.00E+05,35.9009,2.00E+07,1
0.186334772,1.57E-05,0.0115205,0.058,1.06612593,0.000171673,0.000141586,1.609489224,2.97E-10,0.000812,-2.00E+05,25.0984,2.00E+07,1
0,0,0.207811507,0.145,0.836518394,0.000169105,0.000204577,1.745419801,7.37E-06,0.000223,-2.00E+05,32.9322,2.00E+07,1
0.189678683,1.04E-05,1.85E-05,2.22E-16,1.108779454,0.000128453,0.00014509,1.547000521,7.01E-10,8.67E-06,-2.00E+05,24.8553,2.00E+07,1
0.194401622,5.06E-06,0.0007115,2.22E-16,1.1327588,0.000133186,0.000148814,1.555094752,3.31E-11,0.0001,-2.00E+05,30.4084,2.00E+07,1
0.170965329,4.72E-06,0.0018785,0,1.099654571,0.000160951,0.000147753,1.591216038,9.36E-10,5.66E-06,-2.00E+05,26.9004,2.00E+07,1
0.095732623,1.15E-05,0.036285501,0.19,1.051908087,0.000133629,0.000135796,1.66490112,1.18E-10,0,-1.00E+05,27.2907,1.00E+07,1
0,0,0.0090455,0.214,1.081829217,0.000168256,0.00019642,1.584339561,5.42E-10,0,-1.00E+05,26.3244,1.00E+07,1
0.767955742,0.000168119,0.009254,0.1136,0.760336227,0.000194347,0.000136378,1.47787381,9.79E-05,0.000274,-2.00E+05,58.6217,2.00E+07,1
0,0,0.429958514,0.08,0.936467701,0.000144094,0.000184704,1.618335092,1.53E-05,0.000536,0.0243,43.1834,-2.44307,1
0.227679804,6.29E-07,0.0066015,0.0123,1.101988844,0.000156392,0.000152417,1.458539012,3.78E-09,0.000139,-2.00E+05,25.3993,2.00E+07,1
0,0,0.063343502,0.465,0.843521211,0.000184386,0.000206155,1.568610935,0.000399443,0.000437,0.0212,34.0696,-2.13073,0.6
0.911470841,4.97E-05,0.034668501,0.384,0.874503375,0.00017943,0.000148213,1.685712787,3.22E-05,0.000162,-2.00E+05,41.3942,2.00E+07,1
0.977729644,4.14E-05,0.0021905,0.296,0.848401964,0.000180569,0.000149727,1.656678236,2.30E-05,0.000413,-2.00E+05,45.954,2.00E+07,1
0.30806004,1.46E-05,0.0050585,0.017,1.030475222,0.00014721,0.000156776,1.555340723,2.06E-09,1.74E-05,-2.00E+05,31.0692,2.00E+07,1
0.105382257,4.63E-06,0.007562,0.137,1.075675226,0.000137478,0.000140139,1.608681394,3.24E-10,0,-1.00E+05,28.1861,1.00E+07,1
0,0,0.067578502,0.088,1.018167239,0.000143942,0.000210701,1.445329648,9.51E-09,0.000387,-2.00E+05,25.7199,2.00E+07,1
0.074062728,6.92E-06,0.049600502,0.086,1.038963485,0.000157115,0.000134675,1.756754218,1.18E-10,7.26E-05,-2.00E+05,25.593,2.00E+07,1
0.265200459,3.61E-05,0.012190501,0.227,1.019228271,0.000122456,0.000166352,1.642005038,3.56E-09,0,-1.00E+05,27.881,1.00E+07,1
0.385373559,1.01E-05,0.149284504,0,0.942833897,9.95E-05,0.000136417,1.602942235,1.14E-09,0.000105,-2.00E+05,34.5217,2.00E+07,1
0.795150513,4.37E-05,0.0016755,0,0.910366289,0.000138217,0.000146965,1.533749055,4.20E-06,0.000137,-2.00E+05,35.6119,2.00E+07,1
0,0,0.287568508,0.003,0.792803837,0.000184262,0.000190075,1.816018402,1.02E-05,0.000106,-2.00E+05,36.5607,2.00E+07,1
0.906708361,0.000100234,0.049815501,0,0.769461111,0.000134981,0.000145579,1.603894716,7.02E-06,0.000128,0.00934,55.7228,-0.9376,1
0.095113073,2.88E-06,0.0095165,0,1.034294939,0.00012837,0.000148818,1.555479196,2.25E-09,1.93E-05,-2.00E+05,27.5903,2.00E+07,1
0,0,0.603728344,1.573521992,0.860937714,0.000295,0.0006,1.6057294,0,5.90E-06,-2.00E+05,90.7548,2.00E+07,0
0,0,1.836366453,0,0.892023655,0.000295,0.0006,1.240427887,0,0.000211,-2.00E+05,73.2419,2.00E+07,0
0.833835294,0.000249947,0.0066785,0.065901054,0.715348429,0.000193343,0.000141553,1.75710471,6.81E-06,0.000305,-2.00E+05,60.4006,2.00E+07,1
0,0,0.593026786,2.702304722,0.841449308,0.000295,0.0006,1.875741107,0,0,-1.00E+05,79.2541,1.00E+07,0
