PointArng, TriangleSize, Extension, Spread, Limit, PerpSym, ParallelSym, OrthoNorm, Volume,GraspIt_Volume,GraspIt_Epsilon,GraspIt_ContactEnergy,GraspIt_AutograspQuality,Hand_Qx,Hand_Qy,Hand_Qz,Hand_Qw,Hand_x,Hand_y,Hand_z,ObjectName,Object_Qx,Object_Qy,Object_Qz,Object_Qw,Object_x,Object_y,Object_Qz,Start_Position,1.37E+18,Interface,ID,Finger_Spr.,Succ._Rate,Interface
0.789966866,0.00017934,0.0054605,0.161,0.492955919,0.301696941,0.062700054,1.56577727,0.000216989,0.00473,0.0692,36.9027,-7.05896,0.746848042,-0.664403313,-0.020437914,0.019197154,0.41413437,-0.0132518,-0.231393648,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,3,1.37E+18,Gamepad,12,0.161,10,3
0.662773777,8.69E-05,0.0017055,0,0.509295826,0.52703957,0.035792461,1.626173945,0.000209737,0.00126,0.0112,35.3177,-1.15449,0.736697983,-0.675647883,0.022490607,0.016437539,0.415908214,0.004494381,-0.227061803,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,4,1.37E+18,Spaceball,12,0,10,2
0,0,0.266905508,0,0.513752165,0.707100043,0.145891375,1.563356357,0.000187012,0.017,0.00326,33.7022,-0.836567,0.753783313,-0.657080647,0.001449487,-0.007323863,0.438736793,0.018482656,-0.224575724,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,4,1.37E+18,Gamepad,13,0,10,3
0.669224023,8.83E-05,0.030248001,0.007,0.453485492,0.527041287,0.150451509,1.531934901,0.000204057,0.0206,0.021,37.7141,-2.71388,-0.012494775,0.015125508,0.737404316,0.675166628,0.410101887,0.014393141,-0.244524151,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,3,1.37E+18,Interactive_Markers,13,0.007,10,1
0,0,0.588955515,0.077,0.49974653,0.707099303,0.148355841,1.806719653,0.000261018,0.0195,-2.00E+05,30.5132,2.00E+07,0.672155839,-0.729991843,0.107763533,0.060872476,0.445289441,0.022818394,-0.232149631,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Spaceball,13,0.077,9,2
0,0.000764515,0.496401516,1.25476,0.503778455,0.707104709,0.084458114,3.141588942,0.000433435,0.00746,-2.00E+05,33.8195,2.00E+07,0.483009668,-0.516432012,0.483008789,0.516432132,0.395394743,0.023300461,-0.228220243,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Interactive_Markers,14,1.25476,10,1
0.840708301,0.000183738,0.0178395,0,0.812963462,0.172170215,0.082709632,1.646169008,0.00010841,0.000253,0.00503,27.3082,-0.510375,0.500713371,-0.521773304,-0.460871069,0.514428417,0.442259684,0.008360906,-0.222099678,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Spaceball,14,0,10,2
0,0.000137545,0.0022595,0,0.307062942,4.210700229,1.90708154,1.603899169,0.000213579,0.0326,0.0887,32.5352,-9.84674,-0.001154613,-0.022012691,-0.698652187,0.715121829,0.422193279,-0.021978601,-0.214599287,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Gamepad,15,0,10,3
0.620252143,0.000330319,0.774609523,0.17619,0.547280806,0.235699591,0.119633177,1.198391483,0.000147483,0.00125,-2.00E+05,35.9174,2.00E+07,-0.179855889,-0.082429237,0.69447261,-0.69178398,0.37536508,-0.017305266,-0.209961899,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Spaceball,15,0.17619,0,2
0.7778263,0.000141363,0.0115625,1.42516,0.619643256,0.448535024,0.08907449,3.141589687,0.000342522,0.00341,0.0523,32.1371,-5.33205,0.500000663,-0.5,0.5,0.499999337,0.422905976,-0.004691361,-0.234044923,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,3,1.37E+18,Interactive_Markers,15,1.42516,10,1
0.868030162,0.000170632,0.001458,0,0.802140926,0.240154232,0.068685602,1.563724408,0.000104639,0.000736,0.0381,33.0636,-3.8298,-0.413421386,0.582093325,0.573705,-0.401388455,0.46079425,0.002276945,-0.235285054,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,4,1.37E+18,Gamepad,16,0,10,3
0.856599387,0.000275421,0.001778,0,0.788347497,0.326949704,0.074435805,1.606213776,4.53E-05,0.000242,0.0133,41.9474,-1.34056,-0.499300368,0.517081348,-0.516911508,0.464896242,0.356459295,0.002176106,-0.220612931,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Spaceball,16,0,9,2
0,1.13E-07,6.16E-33,3.159045946,2.36E-17,4.210700229,1.90708154,1.662278182,0,0.000745,-2.00E+05,30.2476,2.00E+07,-0.472060501,0.527295353,0.481116671,-0.517344414,0.424367478,0.005105019,-0.210868751,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Interactive_Markers,16,8,10,1
0,0.004429165,0.702315522,0.5099,0.514600992,0.500150093,0.5,1.244131058,0.000349216,0.0229,0.062,32.4095,-6.89118,-0.089464266,-0.142656653,0.720196165,-0.673025043,0.421529887,-0.026141817,-0.200580108,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Gamepad,17,0.5099,0,3
0.825632316,0.000255073,0.104469504,0,0.838003841,0.168149522,0.083064292,1.507805296,0.000168046,0.000298,-2.00E+05,24.1527,2.00E+07,0.418535441,-0.480405444,0.547485041,-0.542493156,0.403516398,-0.018884684,-0.244439892,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Spaceball,17,0,10,2
0.743080969,0.000369302,0.395886513,1.6318,0.777100548,0.24324375,0.073733694,2.747626608,0.000144446,0.000791,-2.00E+05,41.1711,2.00E+07,-0.031096806,0.828751826,0.026850969,-0.558106106,0.472281241,0.002015271,-0.24775499,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,4,1.37E+18,Interactive_Markers,17,1.6318,8,1
0,0,0.36291351,0.07923,0.340803791,0.424650606,0.263156308,1.594556486,0.000281108,0.0215,0.0572,27.1702,-6.36902,0.053181177,0.051293531,0.798979446,0.596801961,0.442332128,0.005578445,-0.237646598,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Spaceball,18,0.07923,10,2
0.678543266,6.16E-05,0.0008435,0.05215,0.496987844,0.250533469,0.335694434,1.639518424,6.77E-05,0.00177,0.0153,57.8923,-1.58543,0.052347195,-0.100734251,-0.700307385,0.704756659,0.422305551,0.026101291,-0.187957575,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Interactive_Markers,18,0.05215,10,1
0.636131163,5.99E-05,0.235098507,0,0.572745598,0.172045742,0.290028945,1.555878406,5.72E-05,0.00087,0.0137,43.0645,-1.39268,0.104241314,-0.066308907,-0.582561814,0.80334215,0.385687138,0.018198611,-0.203515253,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Gamepad,18,0,10,3
0.679271261,9.71E-05,0.048090502,0.04768,0.379637598,0.513241763,0.146394894,1.777967883,0.000245286,0.0301,0.0471,33.14,-5.61071,0.074616027,0.071595585,0.708763812,-0.697825465,0.427751271,-0.015334952,-0.205833085,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Interactive_Markers,19,0.04768,10,1
0.662986884,8.67E-05,0.014208001,0,0.492107092,0.52703946,0.00328287,1.539093942,0.000222337,0.000631,-2.00E+05,34.9544,2.00E+07,-0.008821978,0.031111241,-0.704329496,0.709136253,0.42533531,-0.002954758,-0.237816054,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Gamepad,20,0,10,3
0.662317715,8.69E-05,0.037674501,0,0.401494876,0.527039753,0.090089951,1.618767687,0.000217191,0.0245,0.083,34.6494,-9.03836,0.706903862,-0.706902912,0.016958822,0.0169588,0.408836902,0.01520765,-0.218711951,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,4,1.37E+18,Interactive_Markers,20,0,10,1
0,0.007282157,0.440239514,0.377,0.481284556,0.541313027,0.5,1.24474798,0.000367052,0.0232,0.0755,34.9719,-8.24015,-0.130768561,-0.0976544,0.725007995,-0.669123762,0.420674911,-0.025260203,-0.2186332,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Gamepad,21,0.377,10,3
0,0,0.467479512,0,0.304940876,0.401053859,0.322370284,1.555298672,0.000189394,0.0125,0.0874,30.1444,-9.1163,0.070737202,-0.095084201,0.755916558,-0.643852002,0.447831121,-0.003666022,-0.259910373,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Gamepad,22,0,9,3
0.642783695,0.000162823,0.002462,9.73E-14,0.501444183,0.437067794,0.208245912,1.397839527,0.00014676,0.00102,0.00359,32.4919,-0.389295,0.040135237,0.07858672,-0.624586951,0.775953885,0.415081142,0.004499121,-0.219357912,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,2,1.37E+18,Spaceball,21,9.73E-14,10,2
0.817266295,0.000163961,0.0238695,3.49E-14,0.786862052,0.230185932,0.041599398,1.694915432,0.000104378,0.000319,-2.00E+05,31.3322,2.00E+07,0.595957624,-0.598228542,-0.324199024,0.426441221,0.45830769,0.000674421,-0.23778659,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,3,1.37E+18,Spaceball,22,3.51E-14,0,2
0.869456427,0.000184158,0.0231995,1.357,0.594178464,0.372904618,0.002064911,3.141589687,0.000340554,0.00422,0.0624,34.3933,-6.36717,0.500000663,-0.5,0.5,0.499999337,0.419271893,-0.008054165,-0.24499136,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,3,1.37E+18,Interactive_Markers,21,1.357,9,1
0.663132507,0.000143855,0.0009965,0.000976563,0.505051695,0.523364615,0.03521514,1.615473702,4.64E-07,0.00146,-2.00E+05,78.9409,2.00E+07,0.70696884,-0.706891877,0.015793751,0.015795297,0.415177163,-0.047875778,-0.225882841,cdcase,0.707106781,0.707106781,0,0,0.4175,0,-0.295,1,1.37E+18,Interactive_Markers,22,0.000976563,0,1
0.815772997,0.000203029,0.102405502,0.00365,0.719804768,0.199441358,0.260060876,1.617324458,0.000155564,6.17E-05,-2.00E+05,22.9903,2.00E+07,-0.444926628,-0.448673146,0.523813804,0.571272092,0.471831502,0.018662939,-0.118331838,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,2,1.37E+18,Interactive_markers,1,0.00365,10,1
0.813621277,0.000376218,0.006432,0.3956,0.745481765,0.210163459,0.05586873,1.613116922,0.000284354,0.000187,0.0235,24.4451,-2.35922,0.506047681,-0.493544265,-0.472003642,0.526822897,0.469916212,-0.002889316,-0.170623873,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,1,1.37E+18,Interactive_markers,2,0.3956,10,1
0,0.000813274,1.720364006,0.034589,0.84412166,2.952753921,0.790463478,1.293095903,6.22E-05,0.000313,-2.00E+05,45.9967,2.00E+07,-0.360345768,0.54083541,-0.490706635,0.580392096,0.361283614,-0.060440017,-0.162384022,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,4,1.37E+18,Interactive_markers,3,0.034589,0,1
0,5.45E-05,0.876967384,0.13366,0.874048096,2.952753921,0.790463478,1.421097751,3.30E-05,0,-1.00E+05,77.2383,1.00E+07,0.085167178,0.751437728,-0.653801209,0.025137073,0.382842719,-0.056235045,-0.076755261,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,2,1.37E+18,Interactive_markers,4,0.13366,0,1
0.848535035,0.000195387,0.011965501,0,0.788135291,0.201171212,0.02989455,1.577627275,0.000139641,5.53E-05,0.00865,26.7942,-0.866772,0.470795582,-0.445800069,-0.519624521,0.556420863,0.465585476,0.010576153,-0.173914006,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,2,1.37E+18,Interactive_markers,6,0,10,1
0.880858921,0.000485239,0.047816002,0.3154,0.785801019,0.200682466,0.317129219,1.732824851,0.000247703,0.000137,0.000624,23.1682,-0.0665299,0.500568997,-0.406840272,0.572493437,-0.506125416,0.379616057,-0.011979849,-0.110411195,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,3,1.37E+18,Interactive_markers,7,0.3154,10,1
0.885775359,0.000302727,0.000312,0.263,0.769036697,0.3714554,0.069871765,1.580527752,9.16E-05,0.000146,0.0205,40.7455,-2.05701,-0.498779931,0.511626332,0.496172394,-0.49322412,0.511307023,0.00216862,-0.166493101,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,3,1.37E+18,Interactive_markers,8,0.263,10,1
0.820040842,0.000151617,0.0117375,0.8027,0.785588812,0.327446813,0.329423698,1.478427581,0.00013895,9.22E-05,-2.00E+05,42.0508,2.00E+07,0.104882222,0.759464473,0.624975042,0.147036158,0.487384783,0.004033791,-0.083785816,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,2,1.37E+18,Interactive_markers,9,0.8027,10,1
0.820814054,3.53E-05,0.097461502,0,0.818905247,0.176575892,0.209483016,1.447504324,0.000133094,5.83E-05,-2.00E+05,26.2074,2.00E+07,-0.052862427,0.733114678,0.677140978,0.035050371,0.409431212,0.019643066,-0.115400324,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,3,1.37E+18,Spaceball,1,0,10,2
0.861281234,0.000334209,0.0060635,0.2808,0.767551252,0.194528184,0.081604269,1.702692903,0.000270763,0.000149,0.0168,23.6061,-1.68419,0.479130482,-0.529508992,-0.452784877,0.533891435,0.463769242,0.003667085,-0.163066083,cerealbox,0.707106781,0.707106781,0,0,0.42204,0,-0.295,1,1.37E+18,Spaceball,2,0.2808,10,2
