,,,energy_30,,,,energy_40,,,,energy_50,,,,energy_60,,,,,energy_30 (baseline),,,,energy_40 (baseline),,,,energy_50 (baseline),,,,energy_60 (baseline),
BinSize,Confidence,AUC,err,precision,recall,AUC,err,precision,recall,AUC,err,precision,recall,AUC,err,precision,recall,,AUC,err,precision,recallAUC,err,precision,recallAUC,err,precision,recallAUC,err,precision,recall
2D
15,0.7,0.5282,0.0843,0.7503,0.6528,0.4808,0.08,0.7114,0.9781,0.4455,0.0878,0.707,0.9823,0.4344,0.0772,0.7058,0.9842,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
15,0.8,0.5513,0.0817,0.7342,0.567,0.4976,0.0735,0.6959,0.9664,0.5269,0.0813,0.6927,0.9758,0.5132,0.0995,0.6914,0.9787,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
15,0.9,0.5748,0.1247,0.768,0.4886,0.5881,0.123,0.6755,0.9341,0.5683,0.1965,0.6773,0.9763,0.5289,0.195,0.6778,0.9752,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
20,0.5,0.5623,0.0464,0.7774,0.6128,0.474,0.0509,0.7317,0.9749,0.4576,0.049,0.7276,0.9827,0.4386,0.044,0.7273,0.989,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
20,0.6,0.5297,0.0817,0.7528,0.6685,0.4803,0.0593,0.7213,0.9756,0.4513,0.0659,0.7179,0.9905,0.4445,0.0679,0.7175,0.9934,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
20,0.7,0.5376,0.0772,0.7557,0.6243,0.4841,0.082,0.7182,0.9777,0.4416,0.0942,0.7131,0.9836,0.4365,0.0807,0.7117,0.9847,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
20,0.8,0.5757,0.067,0.7555,0.5762,0.4936,0.1092,0.6927,0.965,0.5281,0.1022,0.6898,0.9775,0.517,0.1179,0.6878,0.9776,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
20,0.9,0.5839,0.1087,0.7788,0.3789,0.5862,0.1687,0.6743,0.9243,0.6023,0.201,0.6801,0.9719,0.5635,0.2117,0.6786,0.9707,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
30,0.5,0.5688,0.046,0.7771,0.5851,0.475,0.0509,0.7308,0.975,0.4601,0.0503,0.7268,0.9828,0.4409,0.0448,0.7265,0.9891,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
30,0.6,0.5398,0.0767,0.7568,0.6387,0.4786,0.0574,0.7215,0.9739,0.4475,0.0674,0.7183,0.9906,0.439,0.0703,0.718,0.9937,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
30,0.7,0.5419,0.0786,0.7574,0.5881,0.489,0.08,0.7183,0.9773,0.4414,0.0919,0.7129,0.9836,0.4366,0.0814,0.7116,0.9845,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
30,0.8,0.574,0.0734,0.7462,0.5312,0.5259,0.1021,0.6926,0.9564,0.5432,0.1045,0.6868,0.9733,0.5374,0.1433,0.6846,0.975,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
30,0.9,0.5741,0.1373,0.8073,0.3976,0.6199,0.1627,0.6868,0.9234,0.6509,0.1717,0.693,0.9704,0.627,0.2227,0.6891,0.9673,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
40,0.5,0.572,0.0458,0.7784,0.5662,0.475,0.0509,0.7309,0.9751,0.4598,0.0503,0.7268,0.9828,0.4406,0.0447,0.7265,0.9891,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
40,0.6,0.5438,0.0703,0.7574,0.623,0.4789,0.0565,0.7214,0.974,0.4477,0.0668,0.7182,0.9908,0.4374,0.0684,0.7179,0.9938,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
40,0.7,0.5478,0.0803,0.7564,0.5714,0.4862,0.0757,0.7174,0.9782,0.4404,0.0909,0.711,0.9844,0.4314,0.0811,0.7084,0.9854,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
40,0.8,0.5763,0.0716,0.7433,0.5013,0.5456,0.0994,0.697,0.9528,0.5677,0.1212,0.69,0.9702,0.5461,0.1669,0.6874,0.9721,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
40,0.9,0.5516,0.1631,0.7572,0.3824,nan,nan,0.6862,0.9335,nan,nan,0.6832,0.9586,nan,nan,0.6851,0.9595,,0.6049,0.0276,0.7787,0.4351,0.522,0.0433,0.7292,0.9625,0.4822,0.043,0.7252,0.9795,0.4651,0.0326,0.7245,0.9844,
